delivery_id,match_id,inning,batting_team,bowling_team,over,ball,batsman,bowler,batsman_runs,extras,total_runs,is_wicket,dismissal_kind
1179,5,2,Sunrisers Hyderabad,Rajasthan Royals,17,3,Kane Williamson,Ravichandran Ashwin,1,0,1,0,
1180,5,2,Sunrisers Hyderabad,Rajasthan Royals,17,4,Bhuvneshwar Kumar,Yuzvendra Chahal,6,0,6,0,
1181,5,2,Sunrisers Hyderabad,Rajasthan Royals,17,5,Bhuvneshwar Kumar,Shimron Hetmyer,1,0,1,0,
1182,5,2,Sunrisers Hyderabad,Rajasthan Royals,17,6,Aiden Markram,Shimron Hetmyer,0,0,0,1,run out
1183,5,2,Sunrisers Hyderabad,Rajasthan Royals,18,1,Kane Williamson,Ravichandran Ashwin,0,0,0,0,
1184,5,2,Sunrisers Hyderabad,Rajasthan Royals,18,2,Kane Williamson,Yuzvendra Chahal,6,0,6,0,
1185,5,2,Sunrisers Hyderabad,Rajasthan Royals,18,3,Kane Williamson,Ravichandran Ashwin,2,0,2,0,
1186,5,2,Sunrisers Hyderabad,Rajasthan Royals,18,4,Bhuvneshwar Kumar,Yuzvendra Chahal,0,1,1,0,
1187,5,2,Sunrisers Hyderabad,Rajasthan Royals,18,5,Bhuvneshwar Kumar,Yuzvendra Chahal,0,0,0,0,
1188,5,2,Sunrisers Hyderabad,Rajasthan Royals,18,6,Aiden Markram,Ravichandran Ashwin,1,0,1,0,
1189,5,2,Sunrisers Hyderabad,Rajasthan Royals,19,1,Kane Williamson,Yuzvendra Chahal,2,0,2,0,
1190,5,2,Sunrisers Hyderabad,Rajasthan Royals,19,2,Bhuvneshwar Kumar,Ravichandran Ashwin,6,0,6,0,
1191,5,2,Sunrisers Hyderabad,Rajasthan Royals,19,3,Bhuvneshwar Kumar,Ravichandran Ashwin,0,0,0,0,
1192,5,2,Sunrisers Hyderabad,Rajasthan Royals,19,4,Kane Williamson,Ravichandran Ashwin,1,0,1,0,
1193,5,2,Sunrisers Hyderabad,Rajasthan Royals,19,5,Bhuvneshwar Kumar,Shimron Hetmyer,2,0,2,0,
1194,5,2,Sunrisers Hyderabad,Rajasthan Royals,19,6,Kane Williamson,Shimron Hetmyer,1,0,1,0,
1195,5,2,Sunrisers Hyderabad,Rajasthan Royals,20,1,Bhuvneshwar Kumar,Yuzvendra Chahal,2,0,2,0,
1196,5,2,Sunrisers Hyderabad,Rajasthan Royals,20,2,Bhuvneshwar Kumar,Ravichandran Ashwin,0,0,0,0,
1197,5,2,Sunrisers Hyderabad,Rajasthan Royals,20,3,Bhuvneshwar Kumar,Ravichandran Ashwin,2,0,2,0,
1198,5,2,Sunrisers Hyderabad,Rajasthan Royals,20,4,Aiden Markram,Ravichandran Ashwin,1,0,1,0,
1199,5,2,Sunrisers Hyderabad,Rajasthan Royals,20,5,Aiden Markram,Shimron Hetmyer,0,0,0,0,
1200,5,2,Sunrisers Hyderabad,Rajasthan Royals,20,6,Kane Williamson,Shimron Hetmyer,1,0,1,0,
1201,6,1,Rajasthan Royals,Sunrisers Hyderabad,1,1,Yuzvendra Chahal,Bhuvneshwar Kumar,4,0,4,0,
1202,6,1,Rajasthan Royals,Sunrisers Hyderabad,1,2,Jos Buttler,Bhuvneshwar Kumar,1,1,2,0,
1203,6,1,Rajasthan Royals,Sunrisers Hyderabad,1,3,Yuzvendra Chahal,T Natarajan,1,1,2,0,
1204,6,1,Rajasthan Royals,Sunrisers Hyderabad,1,4,Jos Buttler,Bhuvneshwar Kumar,2,0,2,0,
1205,6,1,Rajasthan Royals,Sunrisers Hyderabad,1,5,Yuzvendra Chahal,T Natarajan,0,0,0,0,
1206,6,1,Rajasthan Royals,Sunrisers Hyderabad,1,6,Sanju Samson,Heinrich Klaasen,1,1,2,0,
1207,6,1,Rajasthan Royals,Sunrisers Hyderabad,2,1,Jos Buttler,Heinrich Klaasen,4,0,4,0,
1208,6,1,Rajasthan Royals,Sunrisers Hyderabad,2,2,Yuzvendra Chahal,Bhuvneshwar Kumar,2,0,2,0,
1209,6,1,Rajasthan Royals,Sunrisers Hyderabad,2,3,Sanju Samson,Heinrich Klaasen,1,0,1,0,
1210,6,1,Rajasthan Royals,Sunrisers Hyderabad,2,4,Jos Buttler,Heinrich Klaasen,1,0,1,0,
1211,6,1,Rajasthan Royals,Sunrisers Hyderabad,2,5,Yuzvendra Chahal,Bhuvneshwar Kumar,0,0,0,0,
1212,6,1,Rajasthan Royals,Sunrisers Hyderabad,2,6,Sanju Samson,Bhuvneshwar Kumar,2,0,2,0,
1213,6,1,Rajasthan Royals,Sunrisers Hyderabad,3,1,Yuzvendra Chahal,T Natarajan,0,0,0,0,
1214,6,1,Rajasthan Royals,Sunrisers Hyderabad,3,2,Yuzvendra Chahal,Bhuvneshwar Kumar,0,0,0,0,
1215,6,1,Rajasthan Royals,Sunrisers Hyderabad,3,3,Jos Buttler,T Natarajan,4,0,4,0,
1216,6,1,Rajasthan Royals,Sunrisers Hyderabad,3,4,Sanju Samson,Heinrich Klaasen,1,0,1,0,
1217,6,1,Rajasthan Royals,Sunrisers Hyderabad,3,5,Jos Buttler,Bhuvneshwar Kumar,1,0,1,0,
1218,6,1,Rajasthan Royals,Sunrisers Hyderabad,3,6,Yuzvendra Chahal,Heinrich Klaasen,1,0,1,0,
1219,6,1,Rajasthan Royals,Sunrisers Hyderabad,4,1,Sanju Samson,Bhuvneshwar Kumar,0,0,0,0,
1220,6,1,Rajasthan Royals,Sunrisers Hyderabad,4,2,Yuzvendra Chahal,Heinrich Klaasen,2,0,2,0,
1221,6,1,Rajasthan Royals,Sunrisers Hyderabad,4,3,Yuzvendra Chahal,Heinrich Klaasen,1,0,1,0,
1222,6,1,Rajasthan Royals,Sunrisers Hyderabad,4,4,Jos Buttler,Bhuvneshwar Kumar,6,0,6,0,
1223,6,1,Rajasthan Royals,Sunrisers Hyderabad,4,5,Sanju Samson,T Natarajan,1,1,2,0,
1224,6,1,Rajasthan Royals,Sunrisers Hyderabad,4,6,Yuzvendra Chahal,Heinrich Klaasen,1,0,1,0,
1225,6,1,Rajasthan Royals,Sunrisers Hyderabad,5,1,Yuzvendra Chahal,Bhuvneshwar Kumar,0,1,1,0,
1226,6,1,Rajasthan Royals,Sunrisers Hyderabad,5,2,Jos Buttler,Bhuvneshwar Kumar,1,0,1,0,
1227,6,1,Rajasthan Royals,Sunrisers Hyderabad,5,3,Sanju Samson,Heinrich Klaasen,0,0,0,0,
1228,6,1,Rajasthan Royals,Sunrisers Hyderabad,5,4,Sanju Samson,Bhuvneshwar Kumar,0,0,0,0,
1229,6,1,Rajasthan Royals,Sunrisers Hyderabad,5,5,Sanju Samson,Bhuvneshwar Kumar,1,0,1,0,
1230,6,1,Rajasthan Royals,Sunrisers Hyderabad,5,6,Yuzvendra Chahal,T Natarajan,4,0,4,0,
1231,6,1,Rajasthan Royals,Sunrisers Hyderabad,6,1,Jos Buttler,Bhuvneshwar Kumar,4,0,4,0,
1232,6,1,Rajasthan Royals,Sunrisers Hyderabad,6,2,Sanju Samson,Heinrich Klaasen,1,0,1,0,
1233,6,1,Rajasthan Royals,Sunrisers Hyderabad,6,3,Yuzvendra Chahal,Bhuvneshwar Kumar,0,0,0,1,lbw
1234,6,1,Rajasthan Royals,Sunrisers Hyderabad,6,4,Yuzvendra Chahal,Bhuvneshwar Kumar,2,0,2,0,
1235,6,1,Rajasthan Royals,Sunrisers Hyderabad,6,5,Sanju Samson,T Natarajan,1,0,1,0,
1236,6,1,Rajasthan Royals,Sunrisers Hyderabad,6,6,Sanju Samson,Heinrich Klaasen,0,0,0,0,
1237,6,1,Rajasthan Royals,Sunrisers Hyderabad,7,1,Yuzvendra Chahal,T Natarajan,0,0,0,0,
1238,6,1,Rajasthan Royals,Sunrisers Hyderabad,7,2,Sanju Samson,T Natarajan,1,0,1,0,
1239,6,1,Rajasthan Royals,Sunrisers Hyderabad,7,3,Yuzvendra Chahal,Bhuvneshwar Kumar,0,1,1,0,
1240,6,1,Rajasthan Royals,Sunrisers Hyderabad,7,4,Jos Buttler,Heinrich Klaasen,0,0,0,0,
1241,6,1,Rajasthan Royals,Sunrisers Hyderabad,7,5,Yuzvendra Chahal,Heinrich Klaasen,0,0,0,0,
1242,6,1,Rajasthan Royals,Sunrisers Hyderabad,7,6,Yuzvendra Chahal,Bhuvneshwar Kumar,1,0,1,0,
1243,6,1,Rajasthan Royals,Sunrisers Hyderabad,8,1,Yuzvendra Chahal,Heinrich Klaasen,1,0,1,0,
1244,6,1,Rajasthan Royals,Sunrisers Hyderabad,8,2,Sanju Samson,Bhuvneshwar Kumar,0,0,0,0,
1245,6,1,Rajasthan Royals,Sunrisers Hyderabad,8,3,Jos Buttler,T Natarajan,1,0,1,0,
1246,6,1,Rajasthan Royals,Sunrisers Hyderabad,8,4,Jos Buttler,T Natarajan,1,0,1,0,
1247,6,1,Rajasthan Royals,Sunrisers Hyderabad,8,5,Yuzvendra Chahal,Heinrich Klaasen,2,0,2,0,
1248,6,1,Rajasthan Royals,Sunrisers Hyderabad,8,6,Yuzvendra Chahal,Bhuvneshwar Kumar,1,0,1,0,
1249,6,1,Rajasthan Royals,Sunrisers Hyderabad,9,1,Sanju Samson,Bhuvneshwar Kumar,0,0,0,0,
1250,6,1,Rajasthan Royals,Sunrisers Hyderabad,9,2,Jos Buttler,Heinrich Klaasen,2,0,2,0,
1251,6,1,Rajasthan Royals,Sunrisers Hyderabad,9,3,Jos Buttler,Heinrich Klaasen,0,0,0,0,
1252,6,1,Rajasthan Royals,Sunrisers Hyderabad,9,4,Sanju Samson,T Natarajan,0,0,0,0,
1253,6,1,Rajasthan Royals,Sunrisers Hyderabad,9,5,Sanju Samson,T Natarajan,1,0,1,0,
1254,6,1,Rajasthan Royals,Sunrisers Hyderabad,9,6,Jos Buttler,Heinrich Klaasen,1,0,1,0,
1255,6,1,Rajasthan Royals,Sunrisers Hyderabad,10,1,Sanju Samson,T Natarajan,0,0,0,0,
1256,6,1,Rajasthan Royals,Sunrisers Hyderabad,10,2,Sanju Samson,T Natarajan,1,0,1,0,
1257,6,1,Rajasthan Royals,Sunrisers Hyderabad,10,3,Jos Buttler,Bhuvneshwar Kumar,6,0,6,0,
1258,6,1,Rajasthan Royals,Sunrisers Hyderabad,10,4,Sanju Samson,T Natarajan,2,0,2,0,
1259,6,1,Rajasthan Royals,Sunrisers Hyderabad,10,5,Sanju Samson,Bhuvneshwar Kumar,0,0,0,0,
1260,6,1,Rajasthan Royals,Sunrisers Hyderabad,10,6,Sanju Samson,Heinrich Klaasen,0,0,0,0,
1261,6,1,Rajasthan Royals,Sunrisers Hyderabad,11,1,Jos Buttler,Bhuvneshwar Kumar,0,0,0,0,
1262,6,1,Rajasthan Royals,Sunrisers Hyderabad,11,2,Yuzvendra Chahal,Bhuvneshwar Kumar,6,1,7,0,
1263,6,1,Rajasthan Royals,Sunrisers Hyderabad,11,3,Jos Buttler,Heinrich Klaasen,0,0,0,0,
1264,6,1,Rajasthan Royals,Sunrisers Hyderabad,11,4,Sanju Samson,Bhuvneshwar Kumar,1,0,1,0,
1265,6,1,Rajasthan Royals,Sunrisers Hyderabad,11,5,Jos Buttler,Heinrich Klaasen,0,0,0,0,
1266,6,1,Rajasthan Royals,Sunrisers Hyderabad,11,6,Sanju Samson,Heinrich Klaasen,0,0,0,0,
1267,6,1,Rajasthan Royals,Sunrisers Hyderabad,12,1,Yuzvendra Chahal,T Natarajan,4,0,4,0,
1268,6,1,Rajasthan Royals,Sunrisers Hyderabad,12,2,Jos Buttler,Bhuvneshwar Kumar,2,0,2,0,
1269,6,1,Rajasthan Royals,Sunrisers Hyderabad,12,3,Yuzvendra Chahal,Bhuvneshwar Kumar,0,0,0,0,
1270,6,1,Rajasthan Royals,Sunrisers Hyderabad,12,4,Yuzvendra Chahal,T Natarajan,1,0,1,0,
1271,6,1,Rajasthan Royals,Sunrisers Hyderabad,12,5,Jos Buttler,Heinrich Klaasen,2,0,2,0,
1272,6,1,Rajasthan Royals,Sunrisers Hyderabad,12,6,Jos Buttler,Heinrich Klaasen,1,1,2,0,
1273,6,1,Rajasthan Royals,Sunrisers Hyderabad,13,1,Sanju Samson,Bhuvneshwar Kumar,0,0,0,0,
1274,6,1,Rajasthan Royals,Sunrisers Hyderabad,13,2,Jos Buttler,Bhuvneshwar Kumar,0,0,0,0,
1275,6,1,Rajasthan Royals,Sunrisers Hyderabad,13,3,Jos Buttler,T Natarajan,1,0,1,0,
1276,6,1,Rajasthan Royals,Sunrisers Hyderabad,13,4,Jos Buttler,Heinrich Klaasen,1,0,1,0,
1277,6,1,Rajasthan Royals,Sunrisers Hyderabad,13,5,Yuzvendra Chahal,T Natarajan,1,0,1,0,
1278,6,1,Rajasthan Royals,Sunrisers Hyderabad,13,6,Jos Buttler,T Natarajan,0,0,0,0,
1279,6,1,Rajasthan Royals,Sunrisers Hyderabad,14,1,Jos Buttler,Heinrich Klaasen,0,1,1,0,
1280,6,1,Rajasthan Royals,Sunrisers Hyderabad,14,2,Yuzvendra Chahal,Heinrich Klaasen,1,0,1,0,
1281,6,1,Rajasthan Royals,Sunrisers Hyderabad,14,3,Sanju Samson,Bhuvneshwar Kumar,0,0,0,0,
1282,6,1,Rajasthan Royals,Sunrisers Hyderabad,14,4,Jos Buttler,Bhuvneshwar Kumar,2,0,2,0,
1283,6,1,Rajasthan Royals,Sunrisers Hyderabad,14,5,Yuzvendra Chahal,T Natarajan,0,0,0,0,
1284,6,1,Rajasthan Royals,Sunrisers Hyderabad,14,6,Yuzvendra Chahal,Heinrich Klaasen,1,0,1,0,
1285,6,1,Rajasthan Royals,Sunrisers Hyderabad,15,1,Jos Buttler,T Natarajan,2,0,2,0,
1286,6,1,Rajasthan Royals,Sunrisers Hyderabad,15,2,Yuzvendra Chahal,Heinrich Klaasen,0,0,0,0,
1287,6,1,Rajasthan Royals,Sunrisers Hyderabad,15,3,Sanju Samson,T Natarajan,0,0,0,0,
1288,6,1,Rajasthan Royals,Sunrisers Hyderabad,15,4,Sanju Samson,Heinrich Klaasen,1,0,1,0,
1289,6,1,Rajasthan Royals,Sunrisers Hyderabad,15,5,Jos Buttler,T Natarajan,2,0,2,0,
1290,6,1,Rajasthan Royals,Sunrisers Hyderabad,15,6,Yuzvendra Chahal,T Natarajan,0,0,0,0,
1291,6,1,Rajasthan Royals,Sunrisers Hyderabad,16,1,Jos Buttler,Bhuvneshwar Kumar,1,0,1,0,
1292,6,1,Rajasthan Royals,Sunrisers Hyderabad,16,2,Sanju Samson,T Natarajan,4,0,4,0,
1293,6,1,Rajasthan Royals,Sunrisers Hyderabad,16,3,Jos Buttler,T Natarajan,2,0,2,0,
1294,6,1,Rajasthan Royals,Sunrisers Hyderabad,16,4,Yuzvendra Chahal,T Natarajan,0,0,0,0,
1295,6,1,Rajasthan Royals,Sunrisers Hyderabad,16,5,Sanju Samson,Bhuvneshwar Kumar,6,1,7,0,
1296,6,1,Rajasthan Royals,Sunrisers Hyderabad,16,6,Yuzvendra Chahal,Heinrich Klaasen,1,0,1,0,
1297,6,1,Rajasthan Royals,Sunrisers Hyderabad,17,1,Jos Buttler,Bhuvneshwar Kumar,1,0,1,0,
1298,6,1,Rajasthan Royals,Sunrisers Hyderabad,17,2,Yuzvendra Chahal,T Natarajan,1,0,1,0,
1299,6,1,Rajasthan Royals,Sunrisers Hyderabad,17,3,Yuzvendra Chahal,Heinrich Klaasen,0,0,0,0,
1300,6,1,Rajasthan Royals,Sunrisers Hyderabad,17,4,Sanju Samson,Bhuvneshwar Kumar,0,1,1,0,
1301,6,1,Rajasthan Royals,Sunrisers Hyderabad,17,5,Sanju Samson,Bhuvneshwar Kumar,0,0,0,0,
1302,6,1,Rajasthan Royals,Sunrisers Hyderabad,17,6,Jos Buttler,Heinrich Klaasen,0,0,0,0,
1303,6,1,Rajasthan Royals,Sunrisers Hyderabad,18,1,Jos Buttler,Bhuvneshwar Kumar,6,0,6,0,
1304,6,1,Rajasthan Royals,Sunrisers Hyderabad,18,2,Yuzvendra Chahal,Bhuvneshwar Kumar,1,1,2,0,
1305,6,1,Rajasthan Royals,Sunrisers Hyderabad,18,3,Sanju Samson,T Natarajan,1,0,1,0,
1306,6,1,Rajasthan Royals,Sunrisers Hyderabad,18,4,Yuzvendra Chahal,Heinrich Klaasen,6,0,6,0,
1307,6,1,Rajasthan Royals,Sunrisers Hyderabad,18,5,Yuzvendra Chahal,T Natarajan,0,0,0,0,
1308,6,1,Rajasthan Royals,Sunrisers Hyderabad,18,6,Sanju Samson,T Natarajan,1,0,1,0,
1309,6,1,Rajasthan Royals,Sunrisers Hyderabad,19,1,Yuzvendra Chahal,T Natarajan,1,0,1,0,
1310,6,1,Rajasthan Royals,Sunrisers Hyderabad,19,2,Jos Buttler,Heinrich Klaasen,4,0,4,0,
1311,6,1,Rajasthan Royals,Sunrisers Hyderabad,19,3,Yuzvendra Chahal,T Natarajan,1,0,1,0,
1312,6,1,Rajasthan Royals,Sunrisers Hyderabad,19,4,Jos Buttler,Bhuvneshwar Kumar,0,0,0,0,
1313,6,1,Rajasthan Royals,Sunrisers Hyderabad,19,5,Jos Buttler,Heinrich Klaasen,0,0,0,0,
1314,6,1,Rajasthan Royals,Sunrisers Hyderabad,19,6,Sanju Samson,Bhuvneshwar Kumar,4,0,4,0,
1315,6,1,Rajasthan Royals,Sunrisers Hyderabad,20,1,Yuzvendra Chahal,T Natarajan,2,0,2,0,
1316,6,1,Rajasthan Royals,Sunrisers Hyderabad,20,2,Sanju Samson,T Natarajan,1,0,1,0,
1317,6,1,Rajasthan Royals,Sunrisers Hyderabad,20,3,Jos Buttler,Bhuvneshwar Kumar,2,0,2,0,
1318,6,1,Rajasthan Royals,Sunrisers Hyderabad,20,4,Jos Buttler,T Natarajan,0,0,0,0,
1319,6,1,Rajasthan Royals,Sunrisers Hyderabad,20,5,Sanju Samson,Bhuvneshwar Kumar,1,0,1,0,
1320,6,1,Rajasthan Royals,Sunrisers Hyderabad,20,6,Jos Buttler,Heinrich Klaasen,1,0,1,1,lbw
1321,6,2,Sunrisers Hyderabad,Rajasthan Royals,1,1,Kane Williamson,Shimron Hetmyer,4,0,4,0,
1322,6,2,Sunrisers Hyderabad,Rajasthan Royals,1,2,Aiden Markram,Ravichandran Ashwin,0,0,0,0,
1323,6,2,Sunrisers Hyderabad,Rajasthan Royals,1,3,Aiden Markram,Yuzvendra Chahal,1,0,1,0,
1324,6,2,Sunrisers Hyderabad,Rajasthan Royals,1,4,Kane Williamson,Shimron Hetmyer,0,0,0,0,
1325,6,2,Sunrisers Hyderabad,Rajasthan Royals,1,5,Aiden Markram,Yuzvendra Chahal,0,0,0,0,
1326,6,2,Sunrisers Hyderabad,Rajasthan Royals,1,6,Kane Williamson,Ravichandran Ashwin,1,0,1,0,
1327,6,2,Sunrisers Hyderabad,Rajasthan Royals,2,1,Bhuvneshwar Kumar,Shimron Hetmyer,0,0,0,0,
1328,6,2,Sunrisers Hyderabad,Rajasthan Royals,2,2,Bhuvneshwar Kumar,Shimron Hetmyer,2,0,2,0,
1329,6,2,Sunrisers Hyderabad,Rajasthan Royals,2,3,Bhuvneshwar Kumar,Ravichandran Ashwin,1,0,1,0,
1330,6,2,Sunrisers Hyderabad,Rajasthan Royals,2,4,Aiden Markram,Yuzvendra Chahal,6,0,6,0,
1331,6,2,Sunrisers Hyderabad,Rajasthan Royals,2,5,Kane Williamson,Yuzvendra Chahal,1,1,2,0,
1332,6,2,Sunrisers Hyderabad,Rajasthan Royals,2,6,Kane Williamson,Shimron Hetmyer,2,0,2,0,
1333,6,2,Sunrisers Hyderabad,Rajasthan Royals,3,1,Bhuvneshwar Kumar,Yuzvendra Chahal,2,0,2,0,
1334,6,2,Sunrisers Hyderabad,Rajasthan Royals,3,2,Aiden Markram,Ravichandran Ashwin,1,0,1,0,
1335,6,2,Sunrisers Hyderabad,Rajasthan Royals,3,3,Bhuvneshwar Kumar,Ravichandran Ashwin,6,0,6,0,
1336,6,2,Sunrisers Hyderabad,Rajasthan Royals,3,4,Aiden Markram,Ravichandran Ashwin,0,0,0,0,
1337,6,2,Sunrisers Hyderabad,Rajasthan Royals,3,5,Aiden Markram,Yuzvendra Chahal,1,0,1,0,
1338,6,2,Sunrisers Hyderabad,Rajasthan Royals,3,6,Bhuvneshwar Kumar,Shimron Hetmyer,1,0,1,0,
1339,6,2,Sunrisers Hyderabad,Rajasthan Royals,4,1,Aiden Markram,Shimron Hetmyer,1,1,2,0,
1340,6,2,Sunrisers Hyderabad,Rajasthan Royals,4,2,Bhuvneshwar Kumar,Yuzvendra Chahal,0,0,0,0,
1341,6,2,Sunrisers Hyderabad,Rajasthan Royals,4,3,Bhuvneshwar Kumar,Shimron Hetmyer,1,1,2,0,
1342,6,2,Sunrisers Hyderabad,Rajasthan Royals,4,4,Kane Williamson,Ravichandran Ashwin,0,0,0,0,
1343,6,2,Sunrisers Hyderabad,Rajasthan Royals,4,5,Bhuvneshwar Kumar,Ravichandran Ashwin,0,0,0,0,
1344,6,2,Sunrisers Hyderabad,Rajasthan Royals,4,6,Aiden Markram,Ravichandran Ashwin,1,0,1,0,
1345,6,2,Sunrisers Hyderabad,Rajasthan Royals,5,1,Bhuvneshwar Kumar,Yuzvendra Chahal,0,0,0,0,
1346,6,2,Sunrisers Hyderabad,Rajasthan Royals,5,2,Aiden Markram,Yuzvendra Chahal,2,0,2,0,
1347,6,2,Sunrisers Hyderabad,Rajasthan Royals,5,3,Kane Williamson,Yuzvendra Chahal,1,0,1,0,
1348,6,2,Sunrisers Hyderabad,Rajasthan Royals,5,4,Kane Williamson,Shimron Hetmyer,0,1,1,0,
1349,6,2,Sunrisers Hyderabad,Rajasthan Royals,5,5,Aiden Markram,Shimron Hetmyer,4,0,4,0,
1350,6,2,Sunrisers Hyderabad,Rajasthan Royals,5,6,Kane Williamson,Shimron Hetmyer,2,0,2,0,
1351,6,2,Sunrisers Hyderabad,Rajasthan Royals,6,1,Kane Williamson,Yuzvendra Chahal,4,0,4,0,
1352,6,2,Sunrisers Hyderabad,Rajasthan Royals,6,2,Bhuvneshwar Kumar,Yuzvendra Chahal,4,0,4,0,
1353,6,2,Sunrisers Hyderabad,Rajasthan Royals,6,3,Bhuvneshwar Kumar,Shimron Hetmyer,2,0,2,0,
1354,6,2,Sunrisers Hyderabad,Rajasthan Royals,6,4,Aiden Markram,Yuzvendra Chahal,1,0,1,0,
1355,6,2,Sunrisers Hyderabad,Rajasthan Royals,6,5,Kane Williamson,Yuzvendra Chahal,0,1,1,0,
1356,6,2,Sunrisers Hyderabad,Rajasthan Royals,6,6,Kane Williamson,Yuzvendra Chahal,0,0,0,0,
1357,6,2,Sunrisers Hyderabad,Rajasthan Royals,7,1,Kane Williamson,Yuzvendra Chahal,1,0,1,0,
1358,6,2,Sunrisers Hyderabad,Rajasthan Royals,7,2,Kane Williamson,Shimron Hetmyer,0,0,0,0,
1359,6,2,Sunrisers Hyderabad,Rajasthan Royals,7,3,Aiden Markram,Ravichandran Ashwin,1,1,2,0,
1360,6,2,Sunrisers Hyderabad,Rajasthan Royals,7,4,Aiden Markram,Yuzvendra Chahal,6,0,6,0,
1361,6,2,Sunrisers Hyderabad,Rajasthan Royals,7,5,Aiden Markram,Ravichandran Ashwin,1,0,1,0,
1362,6,2,Sunrisers Hyderabad,Rajasthan Royals,7,6,Kane Williamson,Ravichandran Ashwin,0,0,0,0,
1363,6,2,Sunrisers Hyderabad,Rajasthan Royals,8,1,Aiden Markram,Shimron Hetmyer,1,0,1,0,
1364,6,2,Sunrisers Hyderabad,Rajasthan Royals,8,2,Aiden Markram,Ravichandran Ashwin,0,0,0,0,
1365,6,2,Sunrisers Hyderabad,Rajasthan Royals,8,3,Aiden Markram,Yuzvendra Chahal,0,0,0,0,
1366,6,2,Sunrisers Hyderabad,Rajasthan Royals,8,4,Kane Williamson,Yuzvendra Chahal,0,0,0,0,
1367,6,2,Sunrisers Hyderabad,Rajasthan Royals,8,5,Aiden Markram,Ravichandran Ashwin,6,1,7,0,
1368,6,2,Sunrisers Hyderabad,Rajasthan Royals,8,6,Aiden Markram,Ravichandran Ashwin,1,0,1,0,
1369,6,2,Sunrisers Hyderabad,Rajasthan Royals,9,1,Aiden Markram,Yuzvendra Chahal,6,0,6,0,
1370,6,2,Sunrisers Hyderabad,Rajasthan Royals,9,2,Kane Williamson,Yuzvendra Chahal,2,1,3,0,
1371,6,2,Sunrisers Hyderabad,Rajasthan Royals,9,3,Bhuvneshwar Kumar,Ravichandran Ashwin,1,0,1,0,
1372,6,2,Sunrisers Hyderabad,Rajasthan Royals,9,4,Bhuvneshwar Kumar,Yuzvendra Chahal,2,1,3,0,
1373,6,2,Sunrisers Hyderabad,Rajasthan Royals,9,5,Kane Williamson,Ravichandran Ashwin,0,0,0,0,
1374,6,2,Sunrisers Hyderabad,Rajasthan Royals,9,6,Bhuvneshwar Kumar,Yuzvendra Chahal,2,0,2,0,
1375,6,2,Sunrisers Hyderabad,Rajasthan Royals,10,1,Aiden Markram,Shimron Hetmyer,0,0,0,0,
1376,6,2,Sunrisers Hyderabad,Rajasthan Royals,10,2,Bhuvneshwar Kumar,Yuzvendra Chahal,0,0,0,0,
1377,6,2,Sunrisers Hyderabad,Rajasthan Royals,10,3,Aiden Markram,Ravichandran Ashwin,2,1,3,0,
1378,6,2,Sunrisers Hyderabad,Rajasthan Royals,10,4,Kane Williamson,Ravichandran Ashwin,0,0,0,0,
1379,6,2,Sunrisers Hyderabad,Rajasthan Royals,10,5,Bhuvneshwar Kumar,Shimron Hetmyer,2,0,2,0,
1380,6,2,Sunrisers Hyderabad,Rajasthan Royals,10,6,Aiden Markram,Shimron Hetmyer,4,0,4,0,
1381,6,2,Sunrisers Hyderabad,Rajasthan Royals,11,1,Aiden Markram,Yuzvendra Chahal,0,0,0,0,
1382,6,2,Sunrisers Hyderabad,Rajasthan Royals,11,2,Bhuvneshwar Kumar,Ravichandran Ashwin,0,0,0,0,
1383,6,2,Sunrisers Hyderabad,Rajasthan Royals,11,3,Kane Williamson,Yuzvendra Chahal,2,0,2,0,
1384,6,2,Sunrisers Hyderabad,Rajasthan Royals,11,4,Aiden Markram,Shimron Hetmyer,1,0,1,0,
1385,6,2,Sunrisers Hyderabad,Rajasthan Royals,11,5,Kane Williamson,Yuzvendra Chahal,1,0,1,0,
1386,6,2,Sunrisers Hyderabad,Rajasthan Royals,11,6,Bhuvneshwar Kumar,Yuzvendra Chahal,0,0,0,0,
1387,6,2,Sunrisers Hyderabad,Rajasthan Royals,12,1,Kane Williamson,Ravichandran Ashwin,6,0,6,0,
1388,6,2,Sunrisers Hyderabad,Rajasthan Royals,12,2,Bhuvneshwar Kumar,Yuzvendra Chahal,4,0,4,0,
1389,6,2,Sunrisers Hyderabad,Rajasthan Royals,12,3,Aiden Markram,Yuzvendra Chahal,0,0,0,0,
1390,6,2,Sunrisers Hyderabad,Rajasthan Royals,12,4,Aiden Markram,Ravichandran Ashwin,2,0,2,0,
1391,6,2,Sunrisers Hyderabad,Rajasthan Royals,12,5,Kane Williamson,Shimron Hetmyer,1,1,2,0,
1392,6,2,Sunrisers Hyderabad,Rajasthan Royals,12,6,Bhuvneshwar Kumar,Yuzvendra Chahal,1,0,1,0,
1393,6,2,Sunrisers Hyderabad,Rajasthan Royals,13,1,Aiden Markram,Ravichandran Ashwin,1,0,1,0,
1394,6,2,Sunrisers Hyderabad,Rajasthan Royals,13,2,Aiden Markram,Shimron Hetmyer,4,1,5,0,
1395,6,2,Sunrisers Hyderabad,Rajasthan Royals,13,3,Aiden Markram,Shimron Hetmyer,1,0,1,0,
1396,6,2,Sunrisers Hyderabad,Rajasthan Royals,13,4,Aiden Markram,Yuzvendra Chahal,0,0,0,0,
